"","region","subregion","region_type","violent","murder","rape","robbery","assault","property","burglary","larceny","car","arson"
"1371","north carolina","ashe","nonmetropolitan  ",23,0,4,2,17,413,206,180,27,NA
"1372","north carolina","avery","nonmetropolitan  ",20,0,4,0,16,195,64,120,11,1
"1373","north carolina","beaufort","nonmetropolitan  ",130,1,8,13,108,778,325,391,62,14
"1374","north carolina","bertie","nonmetropolitan  ",26,1,5,6,14,289,132,131,26,2
"1375","north carolina","bladen","nonmetropolitan  ",139,2,1,19,117,1074,381,637,56,11
"1376","north carolina","camden","nonmetropolitan  ",9,0,2,1,6,98,30,65,3,1
"1377","north carolina","cherokee","nonmetropolitan  ",39,0,2,1,36,549,171,366,12,3
"1378","north carolina","chowan","nonmetropolitan  ",24,0,1,2,21,170,75,91,4,3
"1379","north carolina","clay","nonmetropolitan  ",11,0,0,0,11,153,35,106,12,1
"1380","north carolina","cleveland","nonmetropolitan  ",52,0,27,21,4,1537,665,691,181,2
"1381","north carolina","columbus","nonmetropolitan  ",161,3,3,36,119,1705,767,758,180,5
"1382","north carolina","dare","nonmetropolitan  ",41,0,6,2,33,706,179,491,36,4
"1383","north carolina","gates","nonmetropolitan  ",9,0,3,1,5,227,62,145,20,2
"1384","north carolina","granville","nonmetropolitan  ",60,0,7,12,41,891,336,482,73,8
"1385","north carolina","halifax","nonmetropolitan  ",161,3,8,30,120,1103,563,432,108,16
"1386","north carolina","hertford","nonmetropolitan  ",30,3,2,9,16,398,166,192,40,2
"1387","north carolina","iredell","nonmetropolitan  ",225,3,25,20,177,1914,705,1058,151,10
"1388","north carolina","lee","nonmetropolitan  ",41,3,3,9,26,734,287,364,83,12
"1389","north carolina","lenoir","nonmetropolitan  ",170,0,2,14,154,1051,359,638,54,13
"1390","north carolina","lincoln","nonmetropolitan  ",98,1,14,10,73,1819,681,1060,78,8
"1391","north carolina","martin5","nonmetropolitan  ",NA,1,3,6,NA,448,202,195,51,9
"1392","north carolina","mcdowell","nonmetropolitan  ",54,5,2,12,35,661,266,345,50,5
"1393","north carolina","montgomery","nonmetropolitan  ",64,2,3,6,53,482,172,266,44,1
"1394","north carolina","moore","nonmetropolitan  ",56,2,12,5,37,866,395,385,86,12
"1395","north carolina","pasquotank","nonmetropolitan  ",76,1,8,14,53,344,143,187,14,3
"1396","north carolina","perquimans","nonmetropolitan  ",4,0,2,0,2,146,73,69,4,1
"1397","north carolina","richmond","nonmetropolitan  ",150,5,2,31,112,1160,478,606,76,13
"1398","north carolina","robeson","nonmetropolitan  ",628,17,18,139,454,4085,2137,1524,424,34
"1399","north carolina","rowan","nonmetropolitan  ",199,3,16,26,154,1468,493,882,93,13
"1400","north carolina","rutherford","nonmetropolitan  ",157,0,11,23,123,1373,480,783,110,20
"1401","north carolina","sampson","nonmetropolitan  ",144,6,14,35,89,1434,739,554,141,9
"1402","north carolina","scotland","nonmetropolitan  ",55,6,2,12,35,754,445,259,50,19
"1403","north carolina","stanly","nonmetropolitan  ",36,2,7,6,21,549,243,281,25,4
"1404","north carolina","transylvania","nonmetropolitan  ",36,0,2,1,33,385,169,186,30,5
"1405","north carolina","tyrrell","nonmetropolitan  ",7,0,2,1,4,64,3,58,3,1
"1406","north carolina","vance","nonmetropolitan  ",83,5,1,17,60,1398,721,594,83,8
"1407","north carolina","warren","nonmetropolitan  ",39,1,6,10,22,553,240,270,43,5
"1408","north carolina","watauga","nonmetropolitan  ",22,1,0,3,18,497,185,288,24,1
"1409","north carolina","wilkes","nonmetropolitan  ",174,2,3,18,151,1332,555,689,88,4
"1410","north carolina","wilson","nonmetropolitan  ",98,1,1,15,81,777,245,457,75,9
"1411","north carolina","yancey","nonmetropolitan  ",14,0,0,1,13,144,71,65,8,1
"1412","north dakota","burleigh","metropolitan  ",22,0,9,0,13,157,46,101,10,1
"1413","north dakota","cass","metropolitan  ",4,0,1,0,3,185,57,112,16,2
"1414","north dakota","grand forks","metropolitan  ",6,0,0,0,6,69,18,39,12,0
"1415","north dakota","morton","metropolitan  ",11,0,6,0,5,78,14,59,5,0
"1416","north dakota","barnes","nonmetropolitan  ",1,0,0,0,1,28,8,17,3,0
"1417","north dakota","bottineau","nonmetropolitan  ",0,0,0,0,0,21,9,11,1,0
"1418","north dakota","burke","nonmetropolitan  ",0,0,0,0,0,21,10,10,1,0
"1419","north dakota","cavalier","nonmetropolitan  ",2,0,0,0,2,37,3,30,4,0
"1420","north dakota","dickey","nonmetropolitan  ",0,0,0,0,0,16,2,13,1,0
"1421","north dakota","eddy","nonmetropolitan  ",1,0,0,0,1,9,4,5,0,0
"1422","north dakota","emmons","nonmetropolitan  ",1,0,0,0,1,29,14,14,1,0
"1423","north dakota","griggs","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1424","north dakota","hettinger","nonmetropolitan  ",0,0,0,0,0,9,1,6,2,0
"1425","north dakota","kidder","nonmetropolitan  ",0,0,0,0,0,2,1,1,0,0
"1426","north dakota","lamoure","nonmetropolitan  ",2,0,0,0,2,4,1,2,1,0
"1427","north dakota","logan","nonmetropolitan  ",0,0,0,0,0,4,0,4,0,0
"1428","north dakota","mchenry","nonmetropolitan  ",0,0,0,0,0,24,5,16,3,0
"1429","north dakota","mcintosh","nonmetropolitan  ",1,0,0,0,1,5,0,5,0,0
"1430","north dakota","mckenzie","nonmetropolitan  ",0,0,0,0,0,31,4,24,3,0
"1431","north dakota","mclean","nonmetropolitan  ",14,0,4,0,10,125,39,80,6,0
"1432","north dakota","mercer","nonmetropolitan  ",2,0,0,0,2,19,7,8,4,0
"1433","north dakota","mountrail","nonmetropolitan  ",3,0,0,0,3,56,10,41,5,0
"1434","north dakota","nelson","nonmetropolitan  ",2,0,0,0,2,21,4,10,7,0
"1435","north dakota","oliver","nonmetropolitan  ",0,0,0,0,0,4,0,4,0,0
"1436","north dakota","pembina","nonmetropolitan  ",3,0,0,0,3,27,6,15,6,0
"1437","north dakota","pierce","nonmetropolitan  ",0,0,0,0,0,1,1,0,0,0
"1438","north dakota","ramsey","nonmetropolitan  ",1,0,0,0,1,32,5,20,7,0
"1439","north dakota","renville","nonmetropolitan  ",0,0,0,0,0,6,1,5,0,0
"1440","north dakota","richland","nonmetropolitan  ",14,0,1,1,12,84,25,54,5,0
"1441","north dakota","sargent","nonmetropolitan  ",1,0,0,0,1,25,0,25,0,0
"1442","north dakota","sheridan","nonmetropolitan  ",0,0,0,0,0,9,2,6,1,0
"1443","north dakota","stark","nonmetropolitan  ",6,0,1,0,5,78,4,54,20,1
"1444","north dakota","stutsman","nonmetropolitan  ",3,0,3,0,0,52,13,35,4,2
"1445","north dakota","towner","nonmetropolitan  ",0,0,0,0,0,24,11,13,0,0
"1446","north dakota","traill","nonmetropolitan  ",0,0,0,0,0,29,7,13,9,2
"1447","north dakota","walsh","nonmetropolitan  ",5,0,3,0,2,110,44,51,15,1
"1448","north dakota","ward","nonmetropolitan  ",17,0,4,0,13,111,39,61,11,1
"1449","north dakota","wells","nonmetropolitan  ",0,0,0,0,0,36,23,13,0,0
"1450","north dakota","williams","nonmetropolitan  ",12,0,2,0,10,105,41,52,12,2
"1451","ohio","allen","metropolitan  ",55,0,12,22,21,1273,270,969,34,2
"1452","ohio","belmont","metropolitan  ",28,0,12,6,10,562,162,350,50,6
"1453","ohio","brown","metropolitan  ",9,0,3,2,4,471,174,281,16,2
"1454","ohio","carroll","metropolitan  ",1,0,1,0,0,90,25,58,7,2
"1455","ohio","clark","metropolitan  ",19,1,4,5,9,1359,346,948,65,7
"1456","ohio","clermont","metropolitan  ",61,1,28,13,19,1788,492,1203,93,12
"1457","ohio","erie","metropolitan  ",33,1,2,5,25,593,177,377,39,1
"1458","ohio","fairfield","metropolitan  ",26,1,8,10,7,1202,309,846,47,4
"1459","ohio","fulton","metropolitan  ",18,0,8,2,8,360,111,225,24,2
"1460","ohio","geauga","metropolitan  ",6,1,1,1,3,224,50,166,8,1
"1461","ohio","greene","metropolitan  ",22,0,7,3,12,425,157,247,21,6
"1462","ohio","hamilton","metropolitan  ",317,3,51,185,78,6621,1110,5292,219,50
"1463","ohio","jefferson","metropolitan  ",25,0,3,1,21,408,109,274,25,3
"1464","ohio","licking","metropolitan  ",23,0,1,10,12,1107,321,688,98,4
"1465","ohio","lorain","metropolitan  ",39,0,13,14,12,789,417,353,19,19
"1466","ohio","lucas","metropolitan  ",85,0,13,16,56,1409,338,957,114,12
"1467","ohio","mahoning","metropolitan  ",10,0,0,3,7,252,60,182,10,0
"1468","ohio","miami","metropolitan  ",5,0,4,0,1,561,155,372,34,9
"1469","ohio","morrow","metropolitan  ",4,0,1,2,1,255,94,146,15,0
"1470","ohio","ottawa","metropolitan  ",5,0,4,1,0,352,68,274,10,0
"1471","ohio","pickaway","metropolitan  ",45,0,6,4,35,1093,408,658,27,11
"1472","ohio","portage","metropolitan  ",27,0,8,14,5,1799,516,1177,106,11
"1473","ohio","preble","metropolitan  ",22,0,5,1,16,428,152,256,20,5
"1474","ohio","richland","metropolitan  ",41,0,15,5,21,1249,403,789,57,12
"1475","ohio","summit","metropolitan  ",41,3,9,14,15,1161,247,838,76,9
"1476","ohio","trumbull","metropolitan  ",27,2,6,1,18,505,147,295,63,2
"1477","ohio","union","metropolitan  ",11,0,2,0,9,352,98,244,10,2
"1478","ohio","washington","metropolitan  ",75,2,14,1,58,396,121,256,19,1
"1479","ohio","wood","metropolitan  ",2,0,0,2,0,471,183,268,20,3
"1480","ohio","adams","nonmetropolitan  ",7,1,2,1,3,441,172,255,14,2
"1481","ohio","ashland","nonmetropolitan  ",10,0,1,0,9,271,113,145,13,4
"1482","ohio","athens","nonmetropolitan  ",11,0,2,0,9,46,10,36,0,2
"1483","ohio","auglaize","nonmetropolitan  ",5,0,3,0,2,294,67,222,5,0
"1484","ohio","champaign","nonmetropolitan  ",13,0,7,0,6,426,139,244,43,8
"1485","ohio","coshocton","nonmetropolitan  ",18,2,5,1,10,783,183,578,22,11
"1486","ohio","crawford","nonmetropolitan  ",5,0,1,1,3,245,71,165,9,0
"1487","ohio","darke","nonmetropolitan  ",49,0,13,2,34,391,142,236,13,5
"1488","ohio","fayette","nonmetropolitan  ",18,0,8,5,5,576,128,434,14,2
"1489","ohio","guernsey","nonmetropolitan  ",14,0,10,0,4,366,153,199,14,3
"1490","ohio","hancock","nonmetropolitan  ",7,0,2,0,5,325,111,205,9,7
"1491","ohio","hardin","nonmetropolitan  ",5,0,1,2,2,336,119,209,8,0
"1492","ohio","harrison","nonmetropolitan  ",7,0,1,1,5,125,40,68,17,2
"1493","ohio","highland","nonmetropolitan  ",11,0,1,0,10,404,144,245,15,2
"1494","ohio","hocking","nonmetropolitan  ",10,0,3,1,6,417,193,206,18,7
"1495","ohio","holmes","nonmetropolitan  ",9,1,3,1,4,220,59,144,17,0
"1496","ohio","huron","nonmetropolitan  ",12,0,1,0,11,454,156,255,43,1
"1497","ohio","marion","nonmetropolitan  ",12,0,3,5,4,716,118,588,10,0
"1498","ohio","meigs","nonmetropolitan  ",14,0,5,5,4,362,177,165,20,2
"1499","ohio","mercer","nonmetropolitan  ",13,5,2,1,5,237,44,180,13,1
"1500","ohio","morgan","nonmetropolitan  ",6,1,1,0,4,221,88,116,17,2
"1501","ohio","muskingum","nonmetropolitan  ",57,2,34,13,8,1290,322,884,84,10
"1502","ohio","paulding","nonmetropolitan  ",10,0,2,0,8,202,68,134,0,3
"1503","ohio","pike","nonmetropolitan  ",8,0,2,3,3,303,77,204,22,3
"1504","ohio","ross","nonmetropolitan  ",38,1,15,11,11,1860,506,1237,117,13
"1505","ohio","van wert","nonmetropolitan  ",2,0,1,0,1,259,93,163,3,0
"1506","ohio","wayne","nonmetropolitan  ",34,0,13,2,19,686,344,321,21,6
"1507","ohio","williams","nonmetropolitan  ",12,0,8,1,3,291,44,214,33,6
"1508","oklahoma","canadian","metropolitan  ",42,0,9,1,32,76,39,26,11,0
"1509","oklahoma","cleveland","metropolitan  ",47,1,7,0,39,291,112,136,43,6
"1510","oklahoma","comanche","metropolitan  ",13,0,2,2,9,149,78,62,9,0
"1511","oklahoma","creek","metropolitan  ",47,1,11,4,31,547,223,290,34,10
"1512","oklahoma","grady","metropolitan  ",10,1,2,1,6,311,86,191,34,6
"1513","oklahoma","le flore","metropolitan  ",63,1,5,0,57,244,88,103,53,5
"1514","oklahoma","lincoln","metropolitan  ",38,2,7,0,29,265,79,145,41,4
"1515","oklahoma","logan","metropolitan  ",47,1,9,0,37,240,67,151,22,8
"1516","oklahoma","mcclain","metropolitan  ",14,0,4,0,10,164,48,91,25,2
"1517","oklahoma","oklahoma","metropolitan  ",33,3,1,2,27,278,89,140,49,0
"1518","oklahoma","okmulgee","metropolitan  ",13,0,1,2,10,116,53,49,14,6
"1519","oklahoma","pawnee","metropolitan  ",26,1,1,1,23,133,45,78,10,1
"1520","oklahoma","rogers","metropolitan  ",5,1,1,0,3,291,121,128,42,1
"1521","oklahoma","sequoyah","metropolitan  ",214,2,16,6,190,278,119,122,37,6
"1522","oklahoma","tulsa","metropolitan  ",311,5,16,15,275,1066,380,601,85,6
"1523","oklahoma","wagoner","metropolitan  ",36,1,6,1,28,387,146,183,58,4
"1524","oklahoma","adair5","nonmetropolitan  ",NA,4,1,0,NA,141,57,51,33,12
"1525","oklahoma","alfalfa","nonmetropolitan  ",1,0,0,0,1,40,6,26,8,3
"1526","oklahoma","atoka","nonmetropolitan  ",24,0,6,0,18,149,52,76,21,9
"1527","oklahoma","beaver","nonmetropolitan  ",1,0,0,1,0,31,5,24,2,0
"1528","oklahoma","beckham","nonmetropolitan  ",11,1,3,0,7,72,16,44,12,1
"1529","oklahoma","blaine","nonmetropolitan  ",12,1,2,0,9,58,11,42,5,0
"1530","oklahoma","bryan","nonmetropolitan  ",41,0,5,2,34,354,150,161,43,11
"1531","oklahoma","carter","nonmetropolitan  ",39,0,4,1,34,177,66,93,18,5
"1532","oklahoma","cherokee","nonmetropolitan  ",99,1,2,0,96,502,224,223,55,2
"1533","oklahoma","choctaw","nonmetropolitan  ",22,2,0,3,17,170,58,93,19,4
"1534","oklahoma","cimarron","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1535","oklahoma","coal","nonmetropolitan  ",12,1,0,0,11,112,13,89,10,2
"1536","oklahoma","cotton","nonmetropolitan  ",1,0,0,0,1,6,2,3,1,0
"1537","oklahoma","craig","nonmetropolitan  ",4,2,0,1,1,122,51,64,7,1
"1538","oklahoma","custer","nonmetropolitan  ",11,0,1,1,9,67,14,53,0,5
"1539","oklahoma","delaware","nonmetropolitan  ",84,0,15,1,68,457,229,197,31,9
"1540","oklahoma","dewey","nonmetropolitan  ",0,0,0,0,0,19,6,13,0,0
"1541","oklahoma","ellis","nonmetropolitan  ",3,0,0,0,3,19,8,8,3,1
"1542","oklahoma","garfield","nonmetropolitan  ",3,0,0,1,2,102,22,65,15,2
"1543","oklahoma","garvin","nonmetropolitan  ",26,0,5,2,19,160,37,113,10,6
"1544","oklahoma","grant","nonmetropolitan  ",3,0,0,0,3,53,11,41,1,0
"1545","oklahoma","harmon","nonmetropolitan  ",0,0,0,0,0,16,9,7,0,0
"1546","oklahoma","harper","nonmetropolitan  ",4,0,0,0,4,23,4,14,5,0
"1547","oklahoma","hughes","nonmetropolitan  ",1,1,0,0,0,134,41,67,26,1
"1548","oklahoma","jackson","nonmetropolitan  ",5,1,0,0,4,69,30,32,7,1
"1549","oklahoma","jefferson","nonmetropolitan  ",10,0,1,0,9,26,11,14,1,0
"1550","oklahoma","johnston","nonmetropolitan  ",13,1,0,0,12,8,6,2,0,1
"1551","oklahoma","kingfisher","nonmetropolitan  ",11,0,0,0,11,89,29,48,12,2
"1552","oklahoma","kiowa","nonmetropolitan  ",14,0,0,0,14,49,18,28,3,1
"1553","oklahoma","latimer","nonmetropolitan  ",21,1,0,1,19,84,22,37,25,3
"1554","oklahoma","love","nonmetropolitan  ",7,0,1,0,6,86,21,47,18,1
"1555","oklahoma","major","nonmetropolitan  ",1,0,0,0,1,34,5,28,1,0
"1556","oklahoma","marshall","nonmetropolitan  ",41,0,3,0,38,109,30,61,18,3
"1557","oklahoma","mayes","nonmetropolitan  ",16,0,1,0,15,217,89,115,13,0
"1558","oklahoma","mcintosh","nonmetropolitan  ",35,0,6,2,27,339,132,187,20,7
"1559","oklahoma","murray","nonmetropolitan  ",11,0,1,0,10,46,21,23,2,2
"1560","oklahoma","muskogee","nonmetropolitan  ",67,0,5,4,58,300,108,143,49,15
"1561","oklahoma","noble","nonmetropolitan  ",4,0,1,0,3,84,21,56,7,1
"1562","oklahoma","nowata","nonmetropolitan  ",28,0,1,0,27,75,31,33,11,1
"1563","oklahoma","okfuskee","nonmetropolitan  ",17,2,2,1,12,58,27,23,8,4
"1564","oklahoma","payne","nonmetropolitan  ",28,0,2,1,25,202,87,94,21,10
"1565","oklahoma","pittsburg5","nonmetropolitan  ",NA,2,3,1,NA,474,192,260,22,23
"1566","oklahoma","pontotoc5","nonmetropolitan  ",NA,0,2,1,NA,210,80,115,15,7
"1567","oklahoma","pottawatomie","nonmetropolitan  ",56,1,7,0,48,558,203,300,55,6
"1568","oklahoma","pushmataha","nonmetropolitan  ",4,0,1,0,3,111,55,36,20,5
"1569","oklahoma","roger mills","nonmetropolitan  ",2,0,0,0,2,51,11,38,2,2
"1570","oklahoma","seminole","nonmetropolitan  ",46,1,1,2,42,266,71,184,11,13
"1571","oklahoma","stephens","nonmetropolitan  ",44,0,7,0,37,134,39,78,17,11
"1572","oklahoma","texas","nonmetropolitan  ",5,0,2,0,3,50,12,36,2,0
"1573","oklahoma","tillman","nonmetropolitan  ",1,0,1,0,0,32,18,13,1,4
"1574","oklahoma","washita","nonmetropolitan  ",13,1,5,0,7,46,13,25,8,4
"1575","oklahoma","woods","nonmetropolitan  ",5,1,2,0,2,28,3,22,3,2
"1576","oklahoma","woodward","nonmetropolitan  ",13,0,0,1,12,101,36,51,14,1
"1577","oregon","benton","metropolitan  ",27,1,6,0,20,281,90,177,14,5
"1578","oregon","clackamas","metropolitan  ",237,4,39,108,86,5548,849,4215,484,21
"1579","oregon","deschutes","metropolitan  ",87,0,18,3,66,903,222,627,54,11
"1580","oregon","jackson","metropolitan  ",122,2,13,13,94,868,195,609,64,8
"1581","oregon","lane","metropolitan  ",300,4,25,21,250,1485,567,708,210,17
"1582","oregon","marion","metropolitan  ",92,0,15,36,41,2663,615,1748,300,5
"1583","oregon","multnomah","metropolitan  ",39,1,3,8,27,920,127,722,71,5
"1584","oregon","polk","metropolitan  ",31,0,4,1,26,335,85,222,28,10
"1585","oregon","washington","metropolitan  ",270,1,73,68,128,3341,699,2369,273,31
"1586","oregon","yamhill","metropolitan  ",33,0,7,3,23,563,121,389,53,7
"1587","oregon","clatsop","nonmetropolitan  ",14,0,2,1,11,187,46,128,13,1
"1588","oregon","crook","nonmetropolitan  ",25,0,7,1,17,137,57,75,5,4
"1589","oregon","curry","nonmetropolitan  ",32,1,1,1,29,191,38,141,12,1
"1590","oregon","douglas","nonmetropolitan  ",41,0,14,5,22,949,259,641,49,17
"1591","oregon","gilliam","nonmetropolitan  ",0,0,0,0,0,46,7,32,7,1
"1592","oregon","grant","nonmetropolitan  ",0,0,0,0,0,70,10,58,2,1
"1593","oregon","harney","nonmetropolitan  ",0,0,0,0,0,21,3,15,3,0
"1594","oregon","hood river","nonmetropolitan  ",13,0,0,3,10,261,71,178,12,1
"1595","oregon","jefferson","nonmetropolitan  ",6,0,1,2,3,225,50,143,32,3
"1596","oregon","klamath","nonmetropolitan  ",61,0,9,8,44,648,172,418,58,4
"1597","oregon","lake","nonmetropolitan  ",0,0,0,0,0,47,7,36,4,0
"1598","oregon","lincoln","nonmetropolitan  ",25,0,4,1,20,433,146,266,21,3
"1599","oregon","linn","nonmetropolitan  ",11,2,1,4,4,979,315,594,70,6
"1600","oregon","malheur","nonmetropolitan  ",8,0,3,0,5,169,50,106,13,4
"1601","oregon","morrow","nonmetropolitan  ",23,0,1,0,22,194,39,142,13,3
"1602","oregon","sherman","nonmetropolitan  ",1,0,0,0,1,45,11,32,2,1
"1603","oregon","tillamook","nonmetropolitan  ",12,0,2,1,9,258,94,145,19,4
"1604","oregon","umatilla","nonmetropolitan  ",38,1,8,1,28,355,109,178,68,6
"1605","oregon","union","nonmetropolitan  ",5,0,0,0,5,129,32,88,9,0
"1606","oregon","wallowa","nonmetropolitan  ",0,0,0,0,0,53,10,36,7,1
"1607","oregon","wasco","nonmetropolitan  ",6,0,0,1,5,176,42,114,20,0
"1608","pennsylvania","allegheny county police department","metropolitan  ",46,0,7,1,38,218,5,193,20,92
"1609","pennsylvania","beaver","metropolitan  ",0,0,0,0,0,5,0,5,0,0
"1610","pennsylvania","cumberland","metropolitan  ",0,0,0,0,0,0,0,0,0,0
"1611","pennsylvania","luzerne","metropolitan  ",2,0,0,0,2,8,0,8,0,0
"1612","pennsylvania","montgomery","metropolitan  ",0,0,0,0,0,0,0,0,0,0
"1613","pennsylvania","pike","metropolitan  ",0,0,0,0,0,0,0,0,0,0
"1614","pennsylvania","washington","metropolitan  ",0,0,0,0,0,0,0,0,0,0
"1615","pennsylvania","york","metropolitan  ",2,0,0,1,1,2,1,1,0,0
"1616","pennsylvania","bradford","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1617","pennsylvania","clarion","nonmetropolitan  ",0,0,0,0,0,4,2,2,0,0
"1618","pennsylvania","elk","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1619","pennsylvania","franklin","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1620","pennsylvania","greene","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1621","pennsylvania","jefferson","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1622","pennsylvania","snyder","nonmetropolitan  ",0,0,0,0,0,3,1,1,1,0
"1623","pennsylvania","tioga","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1624","south carolina","aiken","metropolitan  ",432,4,49,108,271,3431,1096,1911,424,16
"1625","south carolina","anderson5","metropolitan  ",895,13,38,121,723,NA,NA,4069,800,23
"1626","south carolina","berkeley","metropolitan  ",597,9,41,107,440,3599,1041,2101,457,12
"1627","south carolina","calhoun","metropolitan  ",39,0,1,3,35,352,100,178,74,6
"1628","south carolina","dorchester","metropolitan  ",433,4,12,95,322,2276,711,1331,234,13
"1629","south carolina","edgefield","metropolitan  ",28,1,4,4,19,376,78,260,38,1
"1630","south carolina","fairfield","metropolitan  ",216,3,9,15,189,581,153,344,84,0
"1631","south carolina","florence","metropolitan  ",580,5,30,120,425,2971,721,1944,306,18
"1632","south carolina","greenville","metropolitan  ",2242,28,108,518,1588,10891,2945,6708,1238,32
"1633","south carolina","horry","metropolitan  ",0,0,0,0,0,41,0,41,0,0
"1634","south carolina","horry county police department","metropolitan  ",1245,12,44,151,1038,8153,2045,5145,963,37
"1635","south carolina","kershaw","metropolitan  ",214,2,13,23,176,1369,405,802,162,14
"1636","south carolina","laurens","metropolitan  ",316,2,22,31,261,1430,444,752,234,12
"1637","south carolina","pickens","metropolitan  ",248,0,24,12,212,1751,489,1049,213,13
"1638","south carolina","richland","metropolitan  ",2438,15,77,496,1850,9785,2414,6050,1321,35
"1639","south carolina","saluda","metropolitan  ",50,0,12,5,33,226,58,153,15,2
"1640","south carolina","spartanburg","metropolitan  ",908,12,88,197,611,7098,1838,4569,691,65
"1641","south carolina","york","metropolitan  ",552,4,47,57,444,3192,938,2021,233,11
"1642","south carolina","abbeville","nonmetropolitan  ",53,1,4,3,45,340,77,234,29,4
"1643","south carolina","bamberg","nonmetropolitan  ",40,0,2,2,36,288,90,156,42,4
"1644","south carolina","barnwell","nonmetropolitan  ",128,0,4,5,119,428,125,273,30,3
"1645","south carolina","beaufort","nonmetropolitan  ",710,6,17,130,557,4286,1236,2780,270,21
"1646","south carolina","cherokee","nonmetropolitan  ",118,4,0,24,90,1312,436,765,111,5
"1647","south carolina","chester","nonmetropolitan  ",211,2,9,29,171,920,307,558,55,9
"1648","south carolina","chesterfield","nonmetropolitan  ",157,0,7,7,143,897,252,577,68,3
"1649","south carolina","clarendon","nonmetropolitan  ",182,1,11,29,141,1013,250,623,140,1
"1650","south carolina","dillon","nonmetropolitan  ",329,2,11,56,260,1073,328,645,100,7
"1651","south carolina","georgetown","nonmetropolitan  ",296,2,20,25,249,1704,476,1113,115,6
"1652","south carolina","greenwood","nonmetropolitan  ",301,2,11,9,279,1600,347,1150,103,4
"1653","south carolina","hampton","nonmetropolitan  ",104,1,5,7,91,343,118,201,24,0
"1654","south carolina","jasper","nonmetropolitan  ",134,5,11,23,95,791,211,481,99,9
"1655","south carolina","lancaster","nonmetropolitan  ",269,2,27,32,208,2064,751,1168,145,8
"1656","south carolina","lee","nonmetropolitan  ",89,2,5,7,75,545,165,301,79,5
"1657","south carolina","marion","nonmetropolitan  ",161,0,2,11,148,837,257,501,79,5
"1658","south carolina","marlboro","nonmetropolitan  ",156,2,6,9,139,694,211,421,62,5
"1659","south carolina","mccormick","nonmetropolitan  ",44,1,6,2,35,97,22,61,14,2
"1660","south carolina","newberry","nonmetropolitan  ",68,0,3,5,60,461,72,364,25,0
"1661","south carolina","oconee","nonmetropolitan  ",279,2,23,18,236,1419,447,875,97,7
"1662","south carolina","orangeburg","nonmetropolitan  ",456,7,32,84,333,3905,1337,2013,555,7
"1663","south carolina","union","nonmetropolitan  ",101,2,3,11,85,460,146,277,37,7
"1664","south carolina","williamsburg","nonmetropolitan  ",168,5,5,40,118,877,287,479,111,18
"1665","south dakota","lincoln","metropolitan  ",4,0,1,0,3,75,23,44,8,0
"1666","south dakota","minnehaha","metropolitan  ",36,1,13,1,21,333,104,192,37,1
"1667","south dakota","pennington","metropolitan  ",105,1,56,2,46,360,104,245,11,4
"1668","south dakota","turner","metropolitan  ",9,1,0,0,8,28,6,18,4,1
"1669","south dakota","union","metropolitan  ",2,0,1,0,1,42,12,30,0,0
"1670","south dakota","aurora","nonmetropolitan  ",2,0,0,0,2,1,0,1,0,0
"1671","south dakota","beadle","nonmetropolitan  ",1,0,0,0,1,25,2,23,0,1
"1672","south dakota","bennett","nonmetropolitan  ",9,0,0,0,9,21,8,9,4,1
"1673","south dakota","bon homme","nonmetropolitan  ",0,0,0,0,0,3,0,3,0,0
"1674","south dakota","brookings","nonmetropolitan  ",7,0,3,0,4,79,16,60,3,0
"1675","south dakota","brown","nonmetropolitan  ",5,0,2,0,3,43,16,27,0,0
"1676","south dakota","butte","nonmetropolitan  ",4,0,2,0,2,22,8,13,1,0
"1677","south dakota","campbell","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1678","south dakota","charles mix","nonmetropolitan  ",13,0,2,0,11,51,29,11,11,1
"1679","south dakota","clay","nonmetropolitan  ",0,0,0,0,0,17,5,12,0,0
"1680","south dakota","codington","nonmetropolitan  ",4,0,3,0,1,44,19,22,3,0
"1681","south dakota","corson","nonmetropolitan  ",0,0,0,0,0,9,1,8,0,0
"1682","south dakota","custer","nonmetropolitan  ",7,0,1,0,6,85,30,51,4,0
"1683","south dakota","davison","nonmetropolitan  ",0,0,0,0,0,6,2,3,1,0
"1684","south dakota","deuel","nonmetropolitan  ",1,1,0,0,0,24,12,12,0,0
"1685","south dakota","edmunds","nonmetropolitan  ",0,0,0,0,0,3,3,0,0,0
"1686","south dakota","faulk","nonmetropolitan  ",3,0,0,0,3,13,4,8,1,0
"1687","south dakota","hamlin","nonmetropolitan  ",4,0,1,0,3,37,14,20,3,0
"1688","south dakota","harding","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"1689","south dakota","hughes","nonmetropolitan  ",2,0,1,0,1,9,5,4,0,0
