"","region","subregion","region_type","violent","murder","rape","robbery","assault","property","burglary","larceny","car","arson"
"719","kentucky","knox","nonmetropolitan  ",12,0,3,0,9,324,112,181,31,NA
"720","kentucky","laurel","nonmetropolitan  ",19,0,3,3,13,430,131,240,59,NA
"721","kentucky","lawrence","nonmetropolitan  ",3,0,0,0,3,21,11,10,0,NA
"722","kentucky","letcher","nonmetropolitan  ",2,0,0,0,2,100,38,57,5,NA
"723","kentucky","lewis","nonmetropolitan  ",10,0,2,5,3,67,30,31,6,NA
"724","kentucky","lincoln","nonmetropolitan  ",4,0,0,2,2,114,58,41,15,NA
"725","kentucky","livingston","nonmetropolitan  ",5,0,0,1,4,117,53,58,6,NA
"726","kentucky","logan","nonmetropolitan  ",20,0,2,9,9,212,89,111,12,NA
"727","kentucky","lyon","nonmetropolitan  ",3,0,0,0,3,34,12,19,3,NA
"728","kentucky","madison","nonmetropolitan  ",9,1,0,0,8,342,124,199,19,NA
"729","kentucky","magoffin","nonmetropolitan  ",2,0,0,0,2,26,8,13,5,NA
"730","kentucky","marion","nonmetropolitan  ",0,0,0,0,0,114,31,76,7,NA
"731","kentucky","martin","nonmetropolitan  ",2,0,1,0,1,91,33,45,13,NA
"732","kentucky","mason","nonmetropolitan  ",14,0,1,5,8,189,75,111,3,NA
"733","kentucky","mccracken","nonmetropolitan  ",44,0,14,10,20,601,188,360,53,NA
"734","kentucky","mccreary","nonmetropolitan  ",6,0,0,1,5,200,71,108,21,NA
"735","kentucky","mercer","nonmetropolitan  ",0,0,0,0,0,53,22,24,7,NA
"736","kentucky","metcalfe","nonmetropolitan  ",3,0,0,0,3,48,15,25,8,NA
"737","kentucky","montgomery","nonmetropolitan  ",10,0,0,2,8,456,164,269,23,NA
"738","kentucky","muhlenberg","nonmetropolitan  ",1,0,0,0,1,38,20,13,5,NA
"739","kentucky","nicholas","nonmetropolitan  ",0,0,0,0,0,11,4,6,1,NA
"740","kentucky","ohio","nonmetropolitan  ",13,1,2,0,10,125,52,66,7,NA
"741","kentucky","owen","nonmetropolitan  ",2,0,0,0,2,54,28,23,3,NA
"742","kentucky","owsley","nonmetropolitan  ",0,0,0,0,0,21,12,8,1,NA
"743","kentucky","perry","nonmetropolitan  ",2,0,0,0,2,26,10,12,4,NA
"744","kentucky","pike","nonmetropolitan  ",11,0,0,1,10,50,11,35,4,NA
"745","kentucky","pulaski","nonmetropolitan  ",44,1,5,6,32,1047,364,654,29,NA
"746","kentucky","rockcastle","nonmetropolitan  ",7,0,1,2,4,47,23,12,12,NA
"747","kentucky","rowan","nonmetropolitan  ",3,0,0,1,2,34,7,27,0,NA
"748","kentucky","russell","nonmetropolitan  ",5,0,0,0,5,64,16,43,5,NA
"749","kentucky","simpson","nonmetropolitan  ",11,0,0,9,2,144,46,84,14,NA
"750","kentucky","taylor","nonmetropolitan  ",14,1,5,1,7,153,57,87,9,NA
"751","kentucky","todd","nonmetropolitan  ",1,0,0,0,1,22,5,14,3,NA
"752","kentucky","union","nonmetropolitan  ",2,0,0,0,2,59,11,48,0,NA
"753","kentucky","washington","nonmetropolitan  ",2,0,0,0,2,49,25,20,4,NA
"754","kentucky","wayne","nonmetropolitan  ",6,0,2,2,2,80,53,23,4,NA
"755","kentucky","whitley","nonmetropolitan  ",2,0,0,0,2,108,47,44,17,NA
"756","louisiana","ascension","metropolitan  ",370,3,17,33,317,2660,550,1928,182,14
"757","louisiana","bossier","metropolitan  ",277,3,2,2,270,495,68,388,39,1
"758","louisiana","caddo","metropolitan  ",158,0,13,14,131,959,223,635,101,12
"759","louisiana","cameron","metropolitan  ",49,1,1,0,47,163,28,113,22,0
"760","louisiana","east baton rouge","metropolitan  ",766,18,26,232,490,8066,2238,5390,438,37
"761","louisiana","grant","metropolitan  ",17,0,2,0,15,272,105,139,28,2
"762","louisiana","jefferson","metropolitan  ",2243,36,70,593,1544,15047,3675,9832,1540,136
"763","louisiana","lafayette","metropolitan  ",363,1,21,62,279,1465,382,884,199,14
"764","louisiana","lafourche","metropolitan  ",166,4,8,15,139,1400,146,1168,86,0
"765","louisiana","livingston","metropolitan  ",175,5,14,15,141,2547,785,1524,238,0
"766","louisiana","ouachita","metropolitan  ",178,0,4,33,141,3008,944,1906,158,6
"767","louisiana","plaquemines","metropolitan  ",54,0,1,1,52,388,44,325,19,3
"768","louisiana","pointe coupee4","metropolitan  ",56,3,2,2,49,NA,84,203,NA,4
"769","louisiana","rapides","metropolitan  ",324,5,33,6,280,1528,346,993,189,3
"770","louisiana","st. charles","metropolitan  ",172,4,14,31,123,1359,434,822,103,15
"771","louisiana","st. john the baptist","metropolitan  ",161,11,6,85,59,1653,382,1108,163,NA
"772","louisiana","st. martin","metropolitan  ",93,1,13,16,63,274,27,247,0,NA
"773","louisiana","st. tammany","metropolitan  ",401,4,42,23,332,2914,775,1916,223,24
"774","louisiana","terrebonne","metropolitan  ",359,5,30,59,265,2957,501,2202,254,14
"775","louisiana","union","metropolitan  ",25,0,0,0,25,45,17,28,0,5
"776","louisiana","west baton rouge","metropolitan  ",69,1,7,11,50,564,47,477,40,1
"777","louisiana","west feliciana","metropolitan  ",52,0,4,2,46,125,29,80,16,1
"778","louisiana","acadia","nonmetropolitan  ",108,0,4,1,103,609,110,437,62,0
"779","louisiana","assumption","nonmetropolitan  ",151,0,4,1,146,375,72,271,32,0
"780","louisiana","beauregard","nonmetropolitan  ",61,1,5,2,53,336,125,177,34,3
"781","louisiana","caldwell","nonmetropolitan  ",62,1,0,1,60,351,116,210,25,2
"782","louisiana","concordia","nonmetropolitan  ",78,3,11,5,59,265,106,146,13,0
"783","louisiana","east carroll","nonmetropolitan  ",17,0,1,2,14,50,16,30,4,0
"784","louisiana","evangeline","nonmetropolitan  ",39,0,3,1,35,419,100,299,20,1
"785","louisiana","franklin","nonmetropolitan  ",11,0,0,3,8,159,58,93,8,0
"786","louisiana","jackson","nonmetropolitan  ",7,2,0,0,5,146,40,91,15,1
"787","louisiana","jefferson davis","nonmetropolitan  ",68,2,7,3,56,378,52,297,29,0
"788","louisiana","lincoln","nonmetropolitan  ",31,0,3,2,26,242,90,127,25,0
"789","louisiana","madison","nonmetropolitan  ",77,0,1,1,75,157,42,100,15,1
"790","louisiana","morehouse","nonmetropolitan  ",30,2,2,5,21,544,82,429,33,2
"791","louisiana","natchitoches","nonmetropolitan  ",111,0,3,4,104,408,96,278,34,1
"792","louisiana","red river","nonmetropolitan  ",19,0,1,0,18,90,20,63,7,0
"793","louisiana","richland","nonmetropolitan  ",8,0,1,0,7,173,30,127,16,0
"794","louisiana","sabine","nonmetropolitan  ",34,1,0,2,31,322,96,202,24,0
"795","louisiana","st. james","nonmetropolitan  ",172,2,2,6,162,628,159,429,40,3
"796","louisiana","st. mary","nonmetropolitan  ",228,2,14,47,165,918,213,654,51,1
"797","louisiana","tangipahoa","nonmetropolitan  ",1042,3,25,73,941,4583,1851,2594,138,1
"798","louisiana","vermilion","nonmetropolitan  ",278,3,10,2,263,265,54,211,0,0
"799","louisiana","washington","nonmetropolitan  ",134,5,9,15,105,687,202,435,50,0
"800","louisiana","webster","nonmetropolitan  ",45,0,4,0,41,202,97,79,26,1
"801","louisiana","west carroll","nonmetropolitan  ",28,3,0,0,25,264,72,176,16,4
"802","maine","androscoggin","metropolitan  ",6,0,2,0,4,229,66,155,8,1
"803","maine","cumberland","metropolitan  ",28,0,5,4,19,567,251,279,37,3
"804","maine","penobscot","metropolitan  ",6,0,0,1,5,711,206,461,44,0
"805","maine","sagadahoc","metropolitan  ",5,0,2,1,2,149,57,86,6,1
"806","maine","york","metropolitan  ",23,0,7,1,15,512,183,294,35,0
"807","maine","aroostook","nonmetropolitan  ",2,0,0,0,2,74,20,50,4,0
"808","maine","franklin","nonmetropolitan  ",2,0,0,0,2,117,68,46,3,0
"809","maine","hancock","nonmetropolitan  ",5,0,1,1,3,241,50,183,8,0
"810","maine","kennebec","nonmetropolitan  ",8,0,7,0,1,299,63,218,18,3
"811","maine","knox","nonmetropolitan  ",10,0,1,0,9,225,63,150,12,0
"812","maine","lincoln","nonmetropolitan  ",13,0,5,0,8,235,74,152,9,3
"813","maine","oxford","nonmetropolitan  ",18,0,10,0,8,270,101,157,12,1
"814","maine","piscataquis","nonmetropolitan  ",4,0,3,0,1,110,40,58,12,1
"815","maine","somerset","nonmetropolitan  ",13,0,8,1,4,376,126,217,33,1
"816","maine","waldo","nonmetropolitan  ",7,0,0,0,7,138,79,48,11,1
"817","maine","washington","nonmetropolitan  ",43,0,1,1,41,200,61,128,11,0
"818","maryland","allegany","metropolitan  ",2,0,0,0,2,77,16,61,0,0
"819","maryland","anne arundel","metropolitan  ",0,0,0,0,0,0,0,0,0,0
"820","maryland","anne arundel county police department","metropolitan  ",2603,10,101,680,1812,17627,3124,13105,1398,132
"821","maryland","baltimore county","metropolitan  ",0,0,0,0,0,0,0,0,0,0
"822","maryland","baltimore county police department","metropolitan  ",4901,30,148,1725,2998,26611,4393,19340,2878,333
"823","maryland","calvert","metropolitan  ",294,1,6,15,272,1495,352,1051,92,1
"824","maryland","carroll","metropolitan  ",70,0,19,6,45,375,87,276,12,3
"825","maryland","cecil","metropolitan  ",92,2,7,19,64,1223,510,600,113,1
"826","maryland","charles","metropolitan  ",741,10,26,173,532,4016,725,2922,369,0
"827","maryland","frederick","metropolitan  ",238,1,8,16,213,1599,252,1282,65,21
"828","maryland","harford","metropolitan  ",433,3,54,128,248,2966,770,1945,251,20
"829","maryland","howard","metropolitan  ",0,0,0,0,0,0,0,0,0,0
"830","maryland","howard county police department","metropolitan  ",703,4,36,259,404,8205,1376,6317,512,82
"831","maryland","montgomery","metropolitan  ",0,0,0,0,0,0,0,0,0,0
"832","maryland","montgomery county police department","metropolitan  ",2087,21,131,1100,835,24888,3603,19027,2258,252
"833","maryland","prince george's","metropolitan  ",93,0,0,0,93,0,0,0,0,0
"834","maryland","prince george's county police department","metropolitan  ",5966,102,215,2954,2695,34856,6636,20046,8174,355
"835","maryland","queen anne's","metropolitan  ",101,1,10,11,79,707,149,521,37,3
"836","maryland","somerset","metropolitan  ",0,0,0,0,0,46,8,37,1,0
"837","maryland","washington","metropolitan  ",165,0,12,23,130,1349,335,924,90,0
"838","maryland","wicomico","metropolitan  ",136,1,13,29,93,881,287,534,60,4
"839","maryland","caroline","nonmetropolitan  ",39,1,4,7,27,393,156,225,12,0
"840","maryland","dorchester","nonmetropolitan  ",26,0,4,3,19,324,117,189,18,0
"841","maryland","garrett","nonmetropolitan  ",29,0,0,1,28,301,97,193,11,0
"842","maryland","kent","nonmetropolitan  ",21,0,1,3,17,163,73,88,2,1
"843","maryland","st. mary's","nonmetropolitan  ",268,2,8,40,218,1946,466,1364,116,5
"844","maryland","talbot","nonmetropolitan  ",18,0,3,0,15,288,60,221,7,0
"845","maryland","worcester","nonmetropolitan  ",55,2,1,0,52,163,41,110,12,0
"846","michigan","barry","metropolitan  ",29,0,13,1,15,420,83,315,22,3
"847","michigan","bay","metropolitan  ",51,0,12,12,27,648,97,525,26,1
"848","michigan","berrien","metropolitan  ",126,0,24,10,92,876,264,570,42,4
"849","michigan","cass","metropolitan  ",44,2,19,0,23,713,230,441,42,3
"850","michigan","ingham","metropolitan  ",107,0,16,13,78,1023,234,740,49,5
"851","michigan","ionia2","metropolitan  ",61,1,15,3,42,381,131,229,21,4
"852","michigan","jackson","metropolitan  ",101,1,18,3,79,481,132,323,26,4
"853","michigan","kalamazoo","metropolitan  ",236,1,37,58,140,2520,736,1672,112,23
"854","michigan","kent","metropolitan  ",336,1,58,46,231,3852,956,2730,166,26
"855","michigan","lapeer","metropolitan  ",47,0,9,0,38,472,106,339,27,1
"856","michigan","livingston","metropolitan  ",55,0,5,2,48,847,174,619,54,5
"857","michigan","macomb","metropolitan  ",370,0,65,50,255,2671,527,1937,207,17
"858","michigan","monroe2","metropolitan  ",240,2,56,37,145,2658,658,1861,139,48
"859","michigan","newaygo","metropolitan  ",58,0,5,0,53,410,164,235,11,2
"860","michigan","oakland","metropolitan  ",285,3,45,44,193,4105,868,3042,195,61
"861","michigan","ottawa","metropolitan  ",268,3,87,29,149,2962,682,2182,98,22
"862","michigan","saginaw","metropolitan  ",134,1,5,13,115,642,165,436,41,1
"863","michigan","st. clair","metropolitan  ",206,2,29,15,160,1783,434,1214,135,17
"864","michigan","van buren","metropolitan  ",103,2,28,5,68,677,141,451,85,7
"865","michigan","washtenaw","metropolitan  ",520,5,55,109,351,2419,895,1307,217,30
"866","michigan","wayne","metropolitan  ",13,0,0,9,4,17,2,13,2,0
"867","michigan","alcona","nonmetropolitan  ",9,0,0,0,9,165,55,107,3,1
"868","michigan","alger","nonmetropolitan  ",0,0,0,0,0,3,2,1,0,0
"869","michigan","allegan","nonmetropolitan  ",90,1,27,9,53,730,170,510,50,2
"870","michigan","benzie","nonmetropolitan  ",30,0,5,3,22,186,58,118,10,2
"871","michigan","charlevoix","nonmetropolitan  ",12,0,4,0,8,156,49,105,2,5
"872","michigan","cheboygan","nonmetropolitan  ",8,1,3,0,4,97,41,53,3,0
"873","michigan","chippewa","nonmetropolitan  ",7,0,0,0,7,93,33,59,1,0
"874","michigan","crawford","nonmetropolitan  ",23,0,6,1,16,186,62,107,17,0
"875","michigan","delta","nonmetropolitan  ",5,0,1,0,4,51,12,36,3,2
"876","michigan","gladwin","nonmetropolitan  ",23,0,3,1,19,146,52,83,11,3
"877","michigan","gratiot","nonmetropolitan  ",16,0,8,1,7,189,43,137,9,0
"878","michigan","hillsdale","nonmetropolitan  ",34,0,10,0,24,226,66,143,17,0
"879","michigan","huron","nonmetropolitan  ",16,1,3,0,12,195,79,111,5,5
"880","michigan","iosco","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"881","michigan","iron","nonmetropolitan  ",6,0,4,0,2,30,6,23,1,0
"882","michigan","isabella","nonmetropolitan  ",43,0,14,3,26,530,171,328,31,5
"883","michigan","kalkaska","nonmetropolitan  ",24,0,1,1,22,249,79,160,10,2
"884","michigan","keweenaw","nonmetropolitan  ",1,0,1,0,0,39,5,34,0,2
"885","michigan","lake","nonmetropolitan  ",24,1,2,1,20,256,117,129,10,4
"886","michigan","luce","nonmetropolitan  ",6,0,0,0,6,97,54,42,1,0
"887","michigan","mackinac","nonmetropolitan  ",2,0,0,1,1,60,22,38,0,1
"888","michigan","manistee","nonmetropolitan  ",14,0,4,0,10,129,20,104,5,0
"889","michigan","marquette","nonmetropolitan  ",3,0,0,0,3,167,19,146,2,0
"890","michigan","mason","nonmetropolitan  ",42,0,8,1,33,521,87,425,9,2
"891","michigan","mecosta","nonmetropolitan  ",56,0,5,1,50,496,134,345,17,4
"892","michigan","menominee","nonmetropolitan  ",4,0,1,0,3,57,27,29,1,0
"893","michigan","midland","nonmetropolitan  ",60,0,22,1,37,424,77,323,24,4
"894","michigan","missaukee","nonmetropolitan  ",0,0,0,0,0,22,8,14,0,0
"895","michigan","montcalm","nonmetropolitan  ",56,1,28,2,25,506,153,325,28,7
"896","michigan","montmorency","nonmetropolitan  ",11,0,1,0,10,57,24,25,8,0
"897","michigan","oceana","nonmetropolitan  ",26,1,11,0,14,331,110,210,11,1
"898","michigan","ogemaw","nonmetropolitan  ",13,0,2,0,11,215,91,117,7,3
"899","michigan","ontonagon","nonmetropolitan  ",2,0,0,0,2,18,6,12,0,0
"900","michigan","osceola","nonmetropolitan  ",31,0,6,0,25,235,80,151,4,1
"901","michigan","otsego","nonmetropolitan  ",9,0,0,0,9,80,24,53,3,0
"902","michigan","roscommon","nonmetropolitan  ",17,0,4,1,12,205,47,129,29,0
"903","michigan","sanilac","nonmetropolitan  ",22,2,4,1,15,194,62,121,11,1
"904","michigan","schoolcraft","nonmetropolitan  ",0,0,0,0,0,1,0,1,0,0
"905","michigan","st. joseph","nonmetropolitan  ",39,0,9,0,30,317,109,196,12,2
"906","michigan","tuscola","nonmetropolitan  ",24,0,6,0,18,368,144,192,32,4
"907","michigan","wexford","nonmetropolitan  ",26,1,5,0,20,392,69,309,14,3
"908","minnesota","anoka","metropolitan  6",NA,2,NA,4,54,1870,381,1393,96,14
"909","minnesota","benton","metropolitan  6",NA,0,NA,1,9,308,54,219,35,7
"910","minnesota","blue earth","metropolitan  6",NA,0,NA,0,3,181,52,114,15,5
"911","minnesota","carlton","metropolitan  6",NA,0,NA,0,8,335,75,244,16,0
"912","minnesota","carver","metropolitan  6",NA,0,NA,3,18,994,118,837,39,5
"913","minnesota","chisago","metropolitan  6",NA,0,NA,1,13,517,100,386,31,1
"914","minnesota","clay5","metropolitan  6",NA,0,NA,1,3,NA,NA,43,7,0
"915","minnesota","dakota","metropolitan  6",NA,0,NA,1,19,211,55,136,20,4
"916","minnesota","dodge5","metropolitan  6",NA,1,NA,0,NA,250,44,197,9,3
"917","minnesota","hennepin","metropolitan  6",NA,0,NA,2,16,136,17,110,9,4
"918","minnesota","houston","metropolitan  6",NA,0,NA,0,5,113,33,74,6,0
"919","minnesota","isanti","metropolitan  6",NA,0,NA,1,10,438,120,282,36,3
"920","minnesota","nicollet","metropolitan  6",NA,0,NA,0,5,90,25,59,6,1
"921","minnesota","olmsted","metropolitan  6",NA,0,NA,2,19,408,112,257,39,7
"922","minnesota","polk","metropolitan  6",NA,1,NA,0,28,223,55,158,10,2
"923","minnesota","scott","metropolitan  6",NA,0,NA,0,9,166,37,112,17,1
"924","minnesota","sherburne","metropolitan  6",NA,1,NA,2,27,627,116,478,33,1
"925","minnesota","stearns","metropolitan  6",NA,1,NA,1,30,466,82,363,21,2
"926","minnesota","st. louis","metropolitan  6",NA,0,NA,5,39,788,242,449,97,6
"927","minnesota","washington","metropolitan  6",NA,0,NA,10,21,1151,253,853,45,6
"928","minnesota","wright","metropolitan  6",NA,0,NA,6,50,2021,212,1716,93,6
"929","minnesota","aitkin","nonmetropolitan  6",NA,2,NA,1,16,412,138,246,28,2
"930","minnesota","becker","nonmetropolitan  6",NA,0,NA,1,20,181,85,74,22,1
"931","minnesota","beltrami","nonmetropolitan  6",NA,0,NA,2,38,413,89,269,55,6
"932","minnesota","brown","nonmetropolitan  6",NA,0,NA,0,0,3,1,0,2,2
"933","minnesota","cass","nonmetropolitan  6",NA,0,NA,1,21,446,128,253,65,2
"934","minnesota","chippewa","nonmetropolitan  6",NA,0,NA,1,8,69,2,63,4,0
"935","minnesota","clearwater","nonmetropolitan  6",NA,0,NA,0,19,118,29,84,5,4
"936","minnesota","cook","nonmetropolitan  6",NA,0,NA,1,9,122,24,87,11,1
"937","minnesota","cottonwood","nonmetropolitan  6",NA,0,NA,0,2,47,22,22,3,0
"938","minnesota","crow wing","nonmetropolitan  6",NA,0,NA,0,31,387,93,259,35,2
"939","minnesota","douglas","nonmetropolitan  6",NA,0,NA,0,4,342,75,250,17,6
"940","minnesota","faribault","nonmetropolitan  6",NA,0,NA,0,0,69,38,28,3,2
"941","minnesota","fillmore","nonmetropolitan  6",NA,0,NA,0,3,111,34,68,9,2
"942","minnesota","freeborn","nonmetropolitan  6",NA,0,NA,2,6,117,14,90,13,0
"943","minnesota","goodhue","nonmetropolitan  6",NA,0,NA,2,8,207,60,126,21,2
"944","minnesota","grant","nonmetropolitan  6",NA,0,NA,0,8,110,32,70,8,0
"945","minnesota","hubbard","nonmetropolitan  6",NA,1,NA,0,3,310,120,169,21,1
"946","minnesota","itasca","nonmetropolitan  6",NA,0,NA,0,17,375,101,253,21,3
"947","minnesota","jackson","nonmetropolitan  6",NA,0,NA,0,0,38,7,28,3,0
"948","minnesota","kanabec","nonmetropolitan  6",NA,0,NA,2,17,257,94,144,19,7
"949","minnesota","kandiyohi","nonmetropolitan  6",NA,0,NA,3,13,320,47,261,12,1
"950","minnesota","kittson","nonmetropolitan  6",NA,0,NA,0,0,78,15,62,1,0
"951","minnesota","koochiching","nonmetropolitan  6",NA,0,NA,0,8,141,42,89,10,1
"952","minnesota","lac qui parle","nonmetropolitan  6",NA,0,NA,0,3,50,7,42,1,1
"953","minnesota","lake","nonmetropolitan  6",NA,1,NA,0,4,86,40,46,0,0
"954","minnesota","lake of the woods","nonmetropolitan  6",NA,0,NA,0,5,51,14,33,4,0
"955","minnesota","le sueur5","nonmetropolitan  6",NA,0,NA,0,10,NA,NA,109,6,2
"956","minnesota","lincoln","nonmetropolitan  6",NA,0,NA,0,1,5,0,5,0,0
"957","minnesota","lyon","nonmetropolitan  6",NA,0,NA,0,4,55,22,29,4,2
"958","minnesota","marshall","nonmetropolitan  6",NA,0,NA,0,5,108,8,98,2,0
"959","minnesota","martin","nonmetropolitan  6",NA,0,NA,0,5,57,17,38,2,1
"960","minnesota","mcleod","nonmetropolitan  6",NA,1,NA,0,10,107,40,61,6,0
"961","minnesota","meeker","nonmetropolitan  6",NA,0,NA,0,9,205,48,145,12,0
"962","minnesota","mille lacs","nonmetropolitan  6",NA,0,NA,0,24,373,90,252,31,2
"963","minnesota","morrison","nonmetropolitan  6",NA,1,NA,0,10,360,73,269,18,1
"964","minnesota","mower","nonmetropolitan  6",NA,0,NA,1,11,202,58,117,27,1
"965","minnesota","murray","nonmetropolitan  6",NA,0,NA,0,0,63,25,33,5,2
"966","minnesota","nobles","nonmetropolitan  6",NA,0,NA,0,3,40,22,17,1,0
"967","minnesota","norman","nonmetropolitan  6",NA,0,NA,0,3,43,14,26,3,0
"968","minnesota","otter tail","nonmetropolitan  6",NA,0,NA,1,7,489,154,305,30,3
"969","minnesota","pennington","nonmetropolitan  6",NA,0,NA,0,1,52,13,34,5,0
"970","minnesota","pine","nonmetropolitan  6",NA,0,NA,3,27,851,300,486,65,9
"971","minnesota","pipestone","nonmetropolitan  6",NA,0,NA,0,4,77,17,58,2,0
"972","minnesota","pope","nonmetropolitan  6",NA,0,NA,0,2,58,21,32,5,0
"973","minnesota","red lake","nonmetropolitan  6",NA,0,NA,0,0,11,2,7,2,0
"974","minnesota","redwood","nonmetropolitan  6",NA,0,NA,0,5,108,33,70,5,3
"975","minnesota","renville","nonmetropolitan  6",NA,0,NA,1,4,94,24,65,5,2
"976","minnesota","roseau","nonmetropolitan  6",NA,0,NA,0,4,96,18,74,4,1
"977","minnesota","steele","nonmetropolitan  6",NA,1,NA,0,4,115,32,74,9,2
"978","minnesota","stevens","nonmetropolitan  6",NA,0,NA,0,3,21,9,11,1,0
"979","minnesota","swift","nonmetropolitan  6",NA,0,NA,0,3,47,21,22,4,0
"980","minnesota","todd","nonmetropolitan  6",NA,0,NA,0,9,227,77,141,9,0
"981","minnesota","traverse","nonmetropolitan  6",NA,0,NA,0,4,23,6,16,1,0
"982","minnesota","wadena","nonmetropolitan  6",NA,0,NA,2,9,74,32,40,2,1
"983","minnesota","waseca","nonmetropolitan  6",NA,0,NA,0,2,89,35,43,11,4
"984","minnesota","watonwan","nonmetropolitan  6",NA,0,NA,0,4,67,20,44,3,0
"985","minnesota","wilkin","nonmetropolitan  6",NA,0,NA,0,0,37,10,25,2,0
"986","minnesota","winona","nonmetropolitan  6",NA,0,NA,0,3,100,28,62,10,5
"987","mississippi","desoto","metropolitan  ",30,1,4,8,17,736,91,541,104,3
"988","mississippi","forrest","metropolitan  ",10,0,1,1,8,71,39,27,5,0
"989","mississippi","harrison","metropolitan  ",44,7,10,19,8,1700,396,1128,176,7
"990","mississippi","jackson","metropolitan  ",122,2,26,12,82,1819,478,1121,220,0
"991","mississippi","lamar","metropolitan  ",68,2,20,15,31,690,229,412,49,4
"992","mississippi","madison","metropolitan  ",40,4,7,6,23,410,119,250,41,2
"993","mississippi","marshall","metropolitan  ",75,0,2,13,60,603,230,315,58,NA
"994","mississippi","rankin","metropolitan  ",40,0,3,5,32,784,216,538,30,4
"995","mississippi","tate","metropolitan  ",11,0,1,1,9,295,109,136,50,0
"996","mississippi","adams","nonmetropolitan  ",51,1,3,3,44,575,149,378,48,6
"997","mississippi","bolivar","nonmetropolitan  ",2,1,0,1,0,1,0,1,0,1
"998","mississippi","choctaw","nonmetropolitan  ",11,0,3,0,8,86,34,45,7,0
"999","mississippi","claiborne5","nonmetropolitan  ",NA,1,2,11,NA,116,55,57,4,0
"1000","mississippi","coahoma","nonmetropolitan  ",10,1,0,2,7,128,62,53,13,3
"1001","mississippi","greene","nonmetropolitan  ",9,2,1,2,4,24,15,8,1,1
"1002","mississippi","grenada","nonmetropolitan  ",15,0,2,2,11,164,74,73,17,0
"1003","mississippi","jefferson","nonmetropolitan  ",38,0,1,1,36,50,17,33,0,2
"1004","mississippi","lauderdale","nonmetropolitan  ",38,1,11,12,14,524,236,252,36,3
"1005","mississippi","leake","nonmetropolitan  ",0,0,0,0,0,24,14,10,0,1
"1006","mississippi","lee","nonmetropolitan  ",64,0,5,7,52,670,265,372,33,8
"1007","mississippi","leflore","nonmetropolitan  ",104,1,6,7,90,505,234,261,10,2
"1008","mississippi","lincoln","nonmetropolitan  ",16,1,0,0,15,340,88,225,27,0
"1009","mississippi","lowndes","nonmetropolitan  ",75,3,20,10,42,476,151,296,29,7
"1010","mississippi","oktibbeha","nonmetropolitan  ",61,3,2,5,51,184,82,92,10,2
"1011","mississippi","panola","nonmetropolitan  ",46,1,1,2,42,498,243,231,24,0
"1012","mississippi","pearl river","nonmetropolitan  ",37,0,15,8,14,705,283,365,57,5
"1013","mississippi","pike","nonmetropolitan  ",23,2,1,3,17,469,189,246,34,NA
"1014","mississippi","sunflower","nonmetropolitan  ",160,2,16,75,67,101,82,12,7,0
"1015","mississippi","union","nonmetropolitan  ",4,1,0,1,2,199,87,96,16,10
"1016","mississippi","warren","nonmetropolitan  ",21,2,5,4,10,305,104,171,30,1
"1017","mississippi","washington","nonmetropolitan  ",13,0,3,4,6,425,169,224,32,9
"1018","mississippi","winston","nonmetropolitan  ",8,0,0,2,6,13,8,3,2,0
"1019","missouri","andrew","metropolitan  ",17,0,0,1,16,107,33,69,5,0
"1020","missouri","bates","metropolitan  ",34,1,5,0,28,155,62,84,9,0
"1021","missouri","bollinger","metropolitan  ",9,1,1,1,6,83,30,51,2,1
"1022","missouri","boone","metropolitan  ",111,1,5,11,94,794,236,508,50,11
"1023","missouri","buchanan","metropolitan  ",20,0,1,2,17,226,75,137,14,2
"1024","missouri","caldwell","metropolitan  ",9,0,1,0,8,70,20,38,12,2
"1025","missouri","callaway","metropolitan  ",25,2,4,2,17,807,199,566,42,3
"1026","missouri","cape girardeau","metropolitan  ",117,0,1,4,112,281,116,151,14,0
"1027","missouri","cass","metropolitan  ",71,0,6,3,62,347,128,188,31,1
"1028","missouri","christian","metropolitan  ",108,0,2,0,106,293,98,173,22,1
"1029","missouri","clay","metropolitan  ",21,0,2,2,17,216,98,99,19,6
"1030","missouri","clinton","metropolitan  ",13,0,3,0,10,93,24,53,16,1
"1031","missouri","cole","metropolitan  ",46,0,3,3,40,496,152,327,17,3
"1032","missouri","dallas4","metropolitan  ",NA,0,0,1,NA,146,47,90,9,1
"1033","missouri","de kalb","metropolitan  ",11,0,4,1,6,92,34,50,8,2
"1034","missouri","franklin","metropolitan  ",63,2,8,3,50,845,174,623,48,2
"1035","missouri","greene","metropolitan  ",87,0,16,21,50,1440,337,954,149,16
"1036","missouri","howard","metropolitan  ",3,1,0,0,2,54,14,40,0,0
"1037","missouri","jackson","metropolitan  ",60,3,4,14,39,602,186,341,75,2
"1038","missouri","jasper","metropolitan  ",103,2,12,4,85,618,204,368,46,8
"1039","missouri","jefferson","metropolitan  ",434,1,49,25,359,3507,431,2884,192,35
"1040","missouri","lafayette","metropolitan  ",19,1,0,0,18,158,54,93,11,0
"1041","missouri","lincoln","metropolitan  ",57,0,0,0,57,286,100,147,39,5
"1042","missouri","mcdonald","metropolitan  ",76,1,7,1,67,389,91,256,42,7
"1043","missouri","moniteau","metropolitan  ",9,0,2,0,7,67,28,29,10,0
